PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked_Q,Embarked_S
1,0,3,0,-0.5657364610748746,0.4327933656785018,-0.4736736092984604,-0.5024451714361923,0,1
2,1,1,1,0.6638610320657843,0.4327933656785018,-0.4736736092984604,0.7868452935884461,0,0
3,1,3,1,-0.2583370877897099,-0.47454519624983954,-0.4736736092984604,-0.4888542575852486,0,1
4,1,1,1,0.4333115021019107,0.4327933656785018,-0.4736736092984604,0.4207302360686478,0,1
5,0,3,0,0.4333115021019107,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,0,1
6,0,3,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.47811642890864375,1,0
7,0,1,0,1.893458525206443,-0.47454519624983954,-0.4736736092984604,0.395813560675251,0,1
8,0,3,0,-2.1027333275006983,2.2474704895351842,0.7676298785983874,-0.22408312108167944,0,1
9,1,3,1,-0.1814872444684187,-0.47454519624983954,2.0089333664952354,-0.4242561406845337,0,1
10,1,2,1,-1.180535207645204,0.4327933656785018,-0.4736736092984604,-0.04295550208861426,0,0
11,1,3,1,-1.949033640858116,0.4327933656785018,0.7676298785983874,-0.312172377522981,0,1
12,1,1,1,2.200857898491608,-0.47454519624983954,-0.4736736092984604,-0.11384570873513637,0,1
13,0,3,0,-0.719436147717457,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,0,1
15,0,3,1,-1.180535207645204,-0.47454519624983954,-0.4736736092984604,-0.4902797934380587,0,1
16,1,2,1,1.9703083685277343,-0.47454519624983954,-0.4736736092984604,-0.3262666585535892,0,1
18,1,2,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,0,1
19,0,3,1,0.12591212881674602,0.4327933656785018,-0.4736736092984604,-0.2859972841804228,0,1
20,1,3,1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.5029485386158568,0,0
21,0,2,0,0.4333115021019107,-0.47454519624983954,-0.4736736092984604,-0.12491978668775715,0,1
22,1,2,0,0.35646165878061953,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,0,1
23,1,3,1,-1.1036853643239128,-0.47454519624983954,-0.4736736092984604,-0.4867562231804066,1,0
24,1,1,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,0.06635974158478332,0,1
25,0,3,1,-1.6416342675729512,2.2474704895351842,0.7676298785983874,-0.22408312108167944,0,1
27,0,3,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.5029485386158568,0,0
29,1,3,1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.48977642625839407,1,0
30,0,3,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,0,1
31,0,1,0,0.8175607187083667,-0.47454519624983954,-0.4736736092984604,-0.09027201697708476,0,0
32,1,1,1,-0.10463740114712752,0.4327933656785018,-0.4736736092984604,2.301728820789,0,0
33,1,3,1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,1,0
34,0,2,0,2.8156566450619374,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,0,1
35,0,1,0,-0.10463740114712752,0.4327933656785018,-0.4736736092984604,1.0060617003323709,0,0
36,0,1,0,0.9712604053509489,0.4327933656785018,-0.4736736092984604,0.39858208016340624,0,1
37,1,3,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.5028639729296732,0,0
38,0,3,0,-0.6425863043961658,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,0,1
39,0,3,1,-0.8731358343600393,1.340131927606843,-0.4736736092984604,-0.2859972841804228,0,1
40,1,3,1,-1.180535207645204,0.4327933656785018,-0.4736736092984604,-0.42207354059350805,0,0
41,0,3,1,0.8175607187083667,0.4327933656785018,-0.4736736092984604,-0.4576454924460446,0,1
42,0,2,1,-0.1814872444684187,0.4327933656785018,-0.4736736092984604,-0.22559322262067316,0,1
43,0,3,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,0,0
44,1,2,1,-2.025883484179407,0.4327933656785018,2.0089333664952354,0.18876253192945994,0,0
45,1,3,1,-0.7962859910387481,-0.47454519624983954,-0.4736736092984604,-0.48977642625839407,1,0
46,0,3,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,0,1
47,0,3,0,-0.10463740114712752,0.4327933656785018,-0.4736736092984604,-0.3363340021468808,1,0
48,1,3,1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,1,0
49,0,3,0,-0.10463740114712752,1.340131927606843,-0.4736736092984604,-0.21191774308354583,0,0
50,0,3,1,-0.8731358343600393,0.4327933656785018,-0.4736736092984604,-0.29002422161773944,0,1
52,0,3,0,-0.6425863043961658,-0.47454519624983954,-0.4736736092984604,-0.4913710934835715,0,1
53,1,1,1,1.5092093085999871,0.4327933656785018,-0.4736736092984604,0.8964967865378598,0,0
54,1,2,1,-0.027787557825836348,0.4327933656785018,-0.4736736092984604,-0.12491978668775715,0,1
55,0,1,0,2.738806801740646,-0.47454519624983954,0.7676298785983874,0.5995101505357573,0,0
56,1,1,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,0.06635974158478332,0,1
57,1,2,1,-0.6425863043961658,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,0,1
58,0,3,0,-0.06621247948648194,-0.47454519624983954,-0.4736736092984604,-0.5028639729296732,0,0
59,1,2,1,-1.8721837975368247,0.4327933656785018,2.0089333664952354,-0.08968408411123653,0,1
61,0,3,0,-0.5657364610748746,-0.47454519624983954,-0.4736736092984604,-0.5028639729296732,0,0
62,1,1,1,0.6638610320657843,-0.47454519624983954,-0.4736736092984604,0.962353321387736,0,1
63,0,1,0,1.2018099353148226,0.4327933656785018,-0.4736736092984604,1.0323213593611125,0,1
64,0,3,0,-1.949033640858116,2.2474704895351842,2.0089333664952354,-0.08666388103324908,0,1
65,0,1,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.09027201697708476,0,0
66,1,3,0,-0.10463740114712752,0.4327933656785018,0.7676298785983874,-0.3414522396297103,0,0
67,1,2,1,-0.027787557825836348,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,0,1
68,0,3,0,-0.7962859910387481,-0.47454519624983954,-0.4736736092984604,-0.4841568350646187,0,1
70,0,3,0,-0.2583370877897099,1.340131927606843,-0.4736736092984604,-0.47400492578514347,0,1
71,0,2,0,0.20276197213803718,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,0,1
73,0,2,0,-0.6425863043961658,-0.47454519624983954,-0.4736736092984604,0.8314778546749452,0,1
74,0,3,0,-0.2583370877897099,0.4327933656785018,-0.4736736092984604,-0.3573908580066095,0,0
75,1,3,0,0.20276197213803718,-0.47454519624983954,-0.4736736092984604,0.48910360681684706,0,1
76,0,3,0,-0.33518693111100106,-0.47454519624983954,-0.4736736092984604,-0.494391296561559,0,1
77,0,3,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,0,1
78,0,3,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,0,1
79,1,2,0,-2.192647644186609,-0.47454519624983954,2.0089333664952354,-0.06451572512800753,0,1
80,1,3,1,0.04906228549545483,-0.47454519624983954,-0.4736736092984604,-0.397241430886295,0,1
81,0,3,0,-0.5657364610748746,-0.47454519624983954,-0.4736736092984604,-0.46720946885967163,0,1
82,1,3,0,-0.027787557825836348,-0.47454519624983954,-0.4736736092984604,-0.45714212526638004,0,1
83,1,3,1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.49162277707340374,1,0
84,0,1,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,0.29992211294914856,0,1
85,1,2,1,-0.9499856776813305,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,0,1
86,1,3,1,0.27961181545932834,2.2474704895351842,-0.4736736092984604,-0.32928686163157667,0,1
88,0,3,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,0,1
90,0,3,0,-0.41203677443229225,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,0,1
91,0,3,0,-0.027787557825836348,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,0,1
92,0,3,0,-0.719436147717457,-0.47454519624983954,-0.4736736092984604,-0.4902797934380587,0,1
93,0,1,0,1.2786597786361138,0.4327933656785018,-0.4736736092984604,0.5833178351003071,0,1
94,0,3,0,-0.2583370877897099,0.4327933656785018,2.0089333664952354,-0.23415046467497105,0,1
95,0,3,0,2.277707741812899,-0.47454519624983954,-0.4736736092984604,-0.5024451714361923,0,1
96,0,3,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,0,1
98,1,1,0,-0.48888661775358344,-0.47454519624983954,0.7676298785983874,0.6272778976347743,0,0
99,1,2,1,0.35646165878061953,-0.47454519624983954,0.7676298785983874,-0.18532384824750675,0,1
100,0,2,0,0.35646165878061953,0.4327933656785018,-0.4736736092984604,-0.12491978668775715,0,1
101,0,3,1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,0,1
102,0,3,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,0,1
103,0,1,0,-0.6425863043961658,-0.47454519624983954,0.7676298785983874,0.907737982394129,0,1
104,0,3,0,0.27961181545932834,-0.47454519624983954,-0.4736736092984604,-0.4741720436887921,0,1
105,0,3,0,0.5870111887444931,1.340131927606843,-0.4736736092984604,-0.4888542575852486,0,1
106,0,3,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,0,1
107,1,3,1,-0.6425863043961658,-0.47454519624983954,-0.4736736092984604,-0.494391296561559,0,1
108,1,3,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.4918744606632361,0,1
109,0,3,0,0.6638610320657843,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,0,1
110,1,3,1,-0.10463740114712752,0.4327933656785018,-0.4736736092984604,-0.1621689579829361,1,0
111,0,1,0,1.3555096219574048,-0.47454519624983954,-0.4736736092984604,0.39858208016340624,0,1
112,0,3,1,-1.1421102859845584,0.4327933656785018,-0.4736736092984604,-0.3573908580066095,0,0
113,0,3,0,-0.5657364610748746,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,0,1
114,0,3,1,-0.719436147717457,0.4327933656785018,-0.4736736092984604,-0.4505983519307405,0,1
115,0,3,1,-0.9499856776813305,-0.47454519624983954,-0.4736736092984604,-0.3573083057891445,0,0
116,0,3,0,-0.6425863043961658,-0.47454519624983954,-0.4736736092984604,-0.4888542575852486,0,1
118,0,2,0,-0.027787557825836348,0.4327933656785018,-0.4736736092984604,-0.22559322262067316,0,1
121,0,2,0,-0.6425863043961658,1.340131927606843,-0.4736736092984604,0.8314778546749452,0,1
122,0,3,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,0,1
123,0,2,0,0.24118689379868277,0.4327933656785018,-0.4736736092984604,-0.04295550208861426,0,0
124,1,2,1,0.24118689379868277,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,0,1
125,0,1,0,1.893458525206443,-0.47454519624983954,0.7676298785983874,0.907737982394129,0,1
126,1,3,0,-1.3342348942877864,0.4327933656785018,-0.4736736092984604,-0.42207354059350805,0,0
127,0,3,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,1,0
128,1,3,0,-0.41203677443229225,-0.47454519624983954,-0.4736736092984604,-0.5046257580584992,0,1
129,1,3,1,-0.10463740114712752,0.4327933656785018,0.7676298785983874,-0.19824427701513722,0,0
130,0,3,0,1.2018099353148226,-0.47454519624983954,-0.4736736092984604,-0.5079822104125026,0,1
131,0,3,0,0.27961181545932834,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,0,0
132,0,3,0,-0.719436147717457,-0.47454519624983954,-0.4736736092984604,-0.5064721088735089,0,1
133,0,3,1,1.3555096219574048,0.4327933656785018,-0.4736736092984604,-0.35646868933346404,0,1
134,1,2,1,-0.027787557825836348,0.4327933656785018,-0.4736736092984604,-0.12491978668775715,0,1
135,0,2,0,-0.33518693111100106,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,0,1
136,0,2,0,-0.48888661775358344,-0.47454519624983954,-0.4736736092984604,-0.3454791770670269,0,0
137,1,1,1,-0.7962859910387481,-0.47454519624983954,2.0089333664952354,-0.11921562980779811,0,1
138,0,1,0,0.5870111887444931,0.4327933656785018,-0.4736736092984604,0.4207302360686478,0,1
139,0,3,0,-1.0268355210026217,-0.47454519624983954,-0.4736736092984604,-0.4628462821463391,0,1
140,0,1,0,-0.41203677443229225,-0.47454519624983954,-0.4736736092984604,0.9462455716384695,0,0
141,0,3,1,-0.10463740114712752,-0.47454519624983954,2.0089333664952354,-0.3414522396297103,0,0
142,1,3,1,-0.5657364610748746,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,0,1
143,1,3,1,-0.41203677443229225,0.4327933656785018,-0.4736736092984604,-0.32928686163157667,0,1
144,0,3,0,-0.7962859910387481,-0.47454519624983954,-0.4736736092984604,-0.5125125150294839,1,0
145,0,2,0,-0.8731358343600393,-0.47454519624983954,-0.4736736092984604,-0.41687275089321363,0,1
146,0,2,0,-0.7962859910387481,0.4327933656785018,0.7676298785983874,0.09152810056801232,0,1
147,1,3,0,-0.1814872444684187,-0.47454519624983954,-0.4736736092984604,-0.49145565916975514,0,1
148,0,3,1,-1.56478442425166,1.340131927606843,2.0089333664952354,0.04370821849987721,0,1
149,0,2,0,0.5485862670838475,-0.47454519624983954,2.0089333664952354,-0.12491978668775715,0,1
150,0,2,0,0.9712604053509489,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,0,1
151,0,2,0,1.6629089952425695,-0.47454519624983954,-0.4736736092984604,-0.39623469652696586,0,1
152,1,1,1,-0.5657364610748746,0.4327933656785018,-0.4736736092984604,0.6925485130875209,0,1
153,0,3,0,2.00873329018838,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,0,1
154,0,3,0,0.8559856403690123,-0.47454519624983954,2.0089333664952354,-0.35646868933346404,0,1
155,0,3,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.5011867534870308,0,1
156,0,1,0,1.6629089952425695,-0.47454519624983954,0.7676298785983874,0.5874293382238074,0,0
157,1,3,1,-1.0268355210026217,-0.47454519624983954,-0.4736736092984604,-0.49271407711891657,1,0
158,0,3,0,0.04906228549545483,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,0,1
159,0,3,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.47400492578514347,0,1
161,0,3,0,1.1249600919935314,-0.47454519624983954,0.7676298785983874,-0.32425318983493084,0,1
162,1,2,1,0.8175607187083667,-0.47454519624983954,-0.4736736092984604,-0.331300330350235,0,1
163,0,3,0,-0.2583370877897099,-0.47454519624983954,-0.4736736092984604,-0.4918744606632361,0,1
164,0,3,0,-0.9499856776813305,-0.47454519624983954,-0.4736736092984604,-0.47400492578514347,0,1
166,1,3,0,-1.56478442425166,-0.47454519624983954,2.0089333664952354,-0.2351571990343002,0,1
167,1,1,1,-0.10463740114712752,-0.47454519624983954,0.7676298785983874,0.4589861417231558,0,1
169,0,1,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.12642988822675086,0,1
170,0,3,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,0.48910360681684706,0,1
171,0,1,0,2.4314074284554814,-0.47454519624983954,-0.4736736092984604,0.026090367211616904,0,1
173,1,3,1,-2.1795831708219895,0.4327933656785018,0.7676298785983874,-0.4242561406845337,0,1
174,0,3,0,-0.6425863043961658,-0.47454519624983954,-0.4736736092984604,-0.4888542575852486,0,1
175,0,1,0,2.0471582118490255,-0.47454519624983954,-0.4736736092984604,-0.030371322596999754,0,0
176,0,3,0,-0.8731358343600393,0.4327933656785018,0.7676298785983874,-0.4902797934380587,0,1
177,0,3,0,-0.10463740114712752,2.2474704895351842,0.7676298785983874,-0.13565761536436197,0,1
178,0,1,1,1.5860591519212783,-0.47454519624983954,-0.4736736092984604,-0.07030444769415023,0,0
179,0,2,0,0.04906228549545483,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,0,1
180,0,3,0,0.5101613454232019,-0.47454519624983954,-0.4736736092984604,-0.6484216535389205,0,1
182,0,2,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.34539461138084326,0,0
184,1,2,0,-2.1795831708219895,1.340131927606843,0.7676298785983874,0.13683114673782454,0,1
185,1,3,1,-1.949033640858116,-0.47454519624983954,2.0089333664952354,-0.20495516825442542,0,1
186,0,1,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,0.3583127057902398,0,1
187,1,3,1,-0.10463740114712752,0.4327933656785018,-0.4736736092984604,-0.3363340021468808,1,0
188,1,1,0,1.2018099353148226,-0.47454519624983954,-0.4736736092984604,-0.11384570873513637,0,1
189,0,3,0,0.8175607187083667,0.4327933656785018,0.7676298785983874,-0.3363340021468808,1,0
190,0,3,0,0.5101613454232019,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,0,1
191,1,2,1,0.20276197213803718,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,0,1
192,0,2,0,-0.7962859910387481,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,0,1
193,1,3,1,-0.7962859910387481,0.4327933656785018,-0.4736736092984604,-0.4902797934380587,0,1
194,1,2,0,-2.025883484179407,0.4327933656785018,0.7676298785983874,-0.12491978668775715,0,1
195,1,1,1,1.1249600919935314,-0.47454519624983954,-0.4736736092984604,-0.09027201697708476,0,0
196,1,1,1,2.200857898491608,-0.47454519624983954,-0.4736736092984604,2.301728820789,0,0
197,0,3,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,1,0
198,0,3,0,0.9712604053509489,-0.47454519624983954,0.7676298785983874,-0.47920571548543794,0,1
199,1,3,1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,1,0
200,0,2,1,-0.41203677443229225,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,0,1
201,0,3,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.45714212526638004,0,1
203,0,3,0,0.35646165878061953,-0.47454519624983954,-0.4736736092984604,-0.5176307525123133,0,1
204,0,3,0,1.2402348569754682,-0.47454519624983954,-0.4736736092984604,-0.5029485386158568,0,0
205,1,3,0,-0.8731358343600393,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,0,1
206,0,3,1,-2.1027333275006983,-0.47454519624983954,0.7676298785983874,-0.43776248884929375,0,1
207,0,3,0,0.20276197213803718,0.4327933656785018,-0.4736736092984604,-0.32928686163157667,0,1
208,1,3,0,-0.2583370877897099,-0.47454519624983954,-0.4736736092984604,-0.2701412180209885,0,0
209,1,3,1,-1.0268355210026217,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,1,0
210,1,1,0,0.8175607187083667,-0.47454519624983954,-0.4736736092984604,-0.024246350754841113,0,0
211,0,3,0,-0.41203677443229225,-0.47454519624983954,-0.4736736092984604,-0.5064721088735089,0,1
212,1,2,1,0.4333115021019107,-0.47454519624983954,-0.4736736092984604,-0.22559322262067316,0,1
213,0,3,0,-0.5657364610748746,-0.47454519624983954,-0.4736736092984604,-0.5024451714361923,0,1
214,0,2,0,0.04906228549545483,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,0,1
215,0,3,0,-0.10463740114712752,0.4327933656785018,-0.4736736092984604,-0.49237782784290063,1,0
216,1,1,1,0.12591212881674602,0.4327933656785018,-0.4736736092984604,1.6323350375212924,0,0
217,1,3,1,-0.1814872444684187,-0.47454519624983954,-0.4736736092984604,-0.4888542575852486,0,1
218,0,2,0,0.9712604053509489,0.4327933656785018,-0.4736736092984604,-0.10478509950117394,0,1
219,1,1,1,0.20276197213803718,-0.47454519624983954,-0.4736736092984604,0.8876878608937296,0,0
220,0,2,0,0.04906228549545483,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,0,1
221,1,3,0,-1.0268355210026217,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,0,1
222,0,2,0,-0.1814872444684187,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,0,1
223,0,3,0,1.6629089952425695,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,0,1
224,0,3,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,0,1
225,1,1,0,0.6638610320657843,0.4327933656785018,-0.4736736092984604,1.163700193253568,0,1
226,0,3,0,-0.5657364610748746,-0.47454519624983954,-0.4736736092984604,-0.4601623283443675,0,1
